date,channel,campaign_name,spend_usd,impressions,clicks
2024-07-21,paid_search,industry_finance,154.07,2937,59
2024-07-21,paid_search,retargeting_search,165.25,2078,47
2024-07-21,paid_social,linkedin_experts_v1,295.93,3312,44
2024-07-21,paid_social,linkedin_experts_v2,192.34,416,14
2024-07-21,paid_social,meta_lookalike,207.31,813,19
2024-07-21,paid_social,meta_retargeting,166.52,776,30
2024-07-21,paid_social,twitter_thought_leaders,336.69,2286,50
2024-07-21,linkedin_outreach,outreach_healthcare,69.48,218,8
2024-07-21,linkedin_outreach,outreach_finance,188.13,652,12
2024-07-21,linkedin_outreach,outreach_tech,82.97,523,7
2024-07-21,linkedin_outreach,outreach_consulting,88.61,478,11
2024-07-22,paid_search,brand_search_q1,254.26,2068,76
2024-07-22,paid_search,competitor_conquest,326.36,2281,82
2024-07-22,paid_search,expert_generic,173.94,1515,22
2024-07-22,paid_search,industry_healthcare,244.70,2260,41
2024-07-22,paid_search,industry_finance,352.97,4500,62
2024-07-22,paid_search,retargeting_search,383.78,4548,52
2024-07-22,paid_social,linkedin_experts_v1,372.00,1351,50
2024-07-22,paid_social,linkedin_experts_v2,271.49,1106,44
2024-07-22,paid_social,meta_lookalike,376.53,2224,31
2024-07-22,paid_social,meta_retargeting,391.92,1960,65
2024-07-22,paid_social,twitter_thought_leaders,264.62,1005,29
2024-07-22,linkedin_outreach,outreach_healthcare,184.25,373,14
2024-07-22,linkedin_outreach,outreach_finance,129.92,723,20
2024-07-22,linkedin_outreach,outreach_tech,94.34,658,11
2024-07-22,linkedin_outreach,outreach_consulting,108.15,1037,18
2024-07-23,paid_search,brand_search_q1,179.79,1376,52
2024-07-23,paid_search,competitor_conquest,350.95,1839,57
2024-07-23,paid_search,expert_generic,356.10,1362,49
2024-07-23,paid_search,industry_healthcare,209.06,1855,50
2024-07-23,paid_search,industry_finance,345.48,3637,140
2024-07-23,paid_search,retargeting_search,155.38,858,22
2024-07-23,paid_social,linkedin_experts_v1,311.20,1088,34
2024-07-23,paid_social,linkedin_experts_v2,231.34,859,17
2024-07-23,paid_social,meta_lookalike,290.85,614,23
2024-07-23,paid_social,meta_retargeting,388.58,1154,36
2024-07-23,paid_social,twitter_thought_leaders,349.19,2218,26
2024-07-23,linkedin_outreach,outreach_healthcare,173.98,599,13
2024-07-23,linkedin_outreach,outreach_finance,182.52,538,16
2024-07-23,linkedin_outreach,outreach_tech,127.69,703,11
2024-07-23,linkedin_outreach,outreach_consulting,98.63,645,9
2024-07-24,paid_search,brand_search_q1,369.22,3107,122
2024-07-24,paid_search,competitor_conquest,144.19,1898,58
2024-07-24,paid_search,expert_generic,135.84,1170,31
2024-07-24,paid_search,industry_healthcare,161.87,2032,56
2024-07-24,paid_search,industry_finance,167.07,2975,44
2024-07-24,paid_search,retargeting_search,293.41,1422,51
2024-07-24,paid_social,linkedin_experts_v1,144.17,774,24
2024-07-24,paid_social,linkedin_experts_v2,175.55,1249,21
2024-07-24,paid_social,meta_lookalike,210.21,524,15
2024-07-24,paid_social,meta_retargeting,371.08,1632,55
2024-07-24,paid_social,twitter_thought_leaders,232.80,1751,38
2024-07-24,linkedin_outreach,outreach_healthcare,99.57,290,6
2024-07-24,linkedin_outreach,outreach_finance,68.67,103,4
2024-07-24,linkedin_outreach,outreach_tech,181.33,760,15
2024-07-24,linkedin_outreach,outreach_consulting,162.62,736,28
2024-07-25,paid_search,brand_search_q1,173.18,793,26
2024-07-25,paid_search,competitor_conquest,317.92,4232,44
2024-07-25,paid_search,expert_generic,363.26,3133,84
2024-07-25,paid_search,industry_healthcare,356.12,2162,46
2024-07-25,paid_search,industry_finance,368.13,3000,79
2024-07-25,paid_search,retargeting_search,221.64,2820,52
2024-07-25,paid_social,linkedin_experts_v1,299.93,603,22
2024-07-25,paid_social,linkedin_experts_v2,209.40,515,14
2024-07-25,paid_social,meta_lookalike,300.58,1276,26
2024-07-25,paid_social,meta_retargeting,277.45,1454,47
2024-07-25,paid_social,twitter_thought_leaders,223.83,1743,24
2024-07-25,linkedin_outreach,outreach_healthcare,57.31,185,4
2024-07-25,linkedin_outreach,outreach_finance,105.11,574,9
2024-07-25,linkedin_outreach,outreach_tech,81.99,222,5
2024-07-25,linkedin_outreach,outreach_consulting,168.30,999,24
2024-07-26,paid_search,brand_search_q1,294.21,3195,36
2024-07-26,paid_search,competitor_conquest,400.25,3794,55
2024-07-26,paid_search,expert_generic,242.49,4953,103
2024-07-26,paid_search,industry_healthcare,179.84,1349,47
2024-07-26,paid_search,industry_finance,252.78,4841,63
2024-07-26,paid_search,retargeting_search,178.99,6543,69
2024-07-26,paid_social,linkedin_experts_v1,314.70,907,24
2024-07-26,paid_social,linkedin_experts_v2,379.60,1892,33
2024-07-26,paid_social,meta_lookalike,253.94,1135,26
2024-07-26,paid_social,meta_retargeting,263.94,1450,23
2024-07-26,paid_social,twitter_thought_leaders,198.33,980,14
2024-07-26,linkedin_outreach,outreach_healthcare,148.97,380,12
2024-07-26,linkedin_outreach,outreach_finance,194.44,1703,34
2024-07-26,linkedin_outreach,outreach_tech,89.39,416,6
2024-07-26,linkedin_outreach,outreach_consulting,88.77,163,6
2024-07-27,paid_search,brand_search_q1,139.01,5439,59
2024-07-27,paid_search,competitor_conquest,178.33,627,23
2024-07-27,paid_search,expert_generic,365.04,4544,106
2024-07-27,paid_search,industry_healthcare,294.72,1443,44
2024-07-27,paid_search,industry_finance,170.46,1502,33
2024-07-27,paid_search,retargeting_search,155.54,1077,19
2024-07-27,paid_social,linkedin_experts_v1,293.99,1103,24
2024-07-27,paid_social,linkedin_experts_v2,246.38,1035,29
2024-07-27,paid_social,meta_lookalike,304.06,1385,49
2024-07-27,paid_social,meta_retargeting,319.69,1042,28
2024-07-27,paid_social,twitter_thought_leaders,327.52,986,22
2024-07-27,linkedin_outreach,outreach_healthcare,193.44,1884,29
2024-07-27,linkedin_outreach,outreach_finance,140.38,409,12
2024-07-27,linkedin_outreach,outreach_tech,51.32,333,9
2024-07-27,linkedin_outreach,outreach_consulting,70.68,258,6
2024-07-28,paid_search,brand_search_q1,257.21,2449,40
2024-07-28,paid_search,competitor_conquest,182.83,2716,65
2024-07-28,paid_search,expert_generic,396.88,4503,65
2024-07-28,paid_search,industry_healthcare,298.46,1898,73
2024-07-28,paid_search,industry_finance,149.03,1048,27
2024-07-28,paid_search,retargeting_search,346.07,3167,102
2024-07-28,paid_social,linkedin_experts_v1,143.21,622,20
2024-07-28,paid_social,linkedin_experts_v2,161.11,702,20
2024-07-28,paid_social,meta_lookalike,373.10,708,25
2024-07-28,paid_social,meta_retargeting,214.14,4167,42
2024-07-28,paid_social,twitter_thought_leaders,264.71,494,19
2024-07-28,linkedin_outreach,outreach_healthcare,123.96,278,8
2024-07-28,linkedin_outreach,outreach_finance,141.27,718,19
2024-07-28,linkedin_outreach,outreach_tech,72.54,483,5
2024-07-28,linkedin_outreach,outreach_consulting,134.90,748,10
2024-07-29,paid_search,brand_search_q1,225.94,4233,97
2024-07-29,paid_search,competitor_conquest,319.35,1666,44
2024-07-29,paid_search,expert_generic,226.67,8195,109
2024-07-29,paid_search,industry_healthcare,218.04,1707,63
2024-07-29,paid_search,industry_finance,156.76,869,20
2024-07-29,paid_search,retargeting_search,238.00,953,31
2024-07-29,paid_social,linkedin_experts_v1,368.57,1005,28
2024-07-29,paid_social,linkedin_experts_v2,308.41,1182,43
2024-07-29,paid_social,meta_lookalike,322.43,1870,33
2024-07-29,paid_social,meta_retargeting,346.47,2265,28
2024-07-29,paid_social,twitter_thought_leaders,260.60,1556,27
2024-07-29,linkedin_outreach,outreach_healthcare,162.60,811,20
2024-07-29,linkedin_outreach,outreach_finance,56.91,140,5
2024-07-29,linkedin_outreach,outreach_tech,168.69,421,14
2024-07-29,linkedin_outreach,outreach_consulting,171.83,421,15
2024-07-30,paid_search,brand_search_q1,204.15,891,28
2024-07-30,paid_search,competitor_conquest,285.37,4684,79
2024-07-30,paid_search,expert_generic,408.49,2265,68
2024-07-30,paid_search,industry_healthcare,157.61,1494,40
2024-07-30,paid_search,industry_finance,341.41,2109,55
2024-07-30,paid_search,retargeting_search,383.81,5327,157
2024-07-30,paid_social,linkedin_experts_v1,257.26,660,25
2024-07-30,paid_social,linkedin_experts_v2,305.92,1357,41
2024-07-30,paid_social,meta_lookalike,142.36,864,22
2024-07-30,paid_social,meta_retargeting,295.32,575,22
2024-07-30,paid_social,twitter_thought_leaders,397.25,3988,46
2024-07-30,linkedin_outreach,outreach_healthcare,193.93,700,23
2024-07-30,linkedin_outreach,outreach_finance,120.69,1172,14
2024-07-30,linkedin_outreach,outreach_tech,151.76,494,10
2024-07-30,linkedin_outreach,outreach_consulting,183.61,896,17
2024-07-31,paid_search,brand_search_q1,262.56,2912,110
2024-07-31,paid_search,competitor_conquest,201.48,2799,52
2024-07-31,paid_search,expert_generic,151.10,5053,73
2024-07-31,paid_search,industry_healthcare,144.90,2630,54
2024-07-31,paid_search,industry_finance,366.69,2137,69
2024-07-31,paid_search,retargeting_search,145.99,1802,44
2024-07-31,paid_social,linkedin_experts_v1,376.64,1042,25
2024-07-31,paid_social,linkedin_experts_v2,294.01,795,27
2024-07-31,paid_social,meta_lookalike,248.22,1168,28
2024-07-31,paid_social,meta_retargeting,148.38,421,15
2024-07-31,paid_social,twitter_thought_leaders,330.71,2222,36
2024-07-31,linkedin_outreach,outreach_healthcare,150.74,2091,27
2024-07-31,linkedin_outreach,outreach_finance,185.78,610,13
2024-07-31,linkedin_outreach,outreach_tech,177.32,547,17
2024-07-31,linkedin_outreach,outreach_consulting,198.29,564,14
2024-08-01,paid_search,brand_search_q1,389.48,7307,183
2024-08-01,paid_search,competitor_conquest,285.10,6040,116
2024-08-01,paid_search,expert_generic,261.69,3418,76
2024-08-01,paid_search,industry_healthcare,183.21,1249,25
2024-08-01,paid_search,industry_finance,334.23,1262,43
2024-08-01,paid_search,retargeting_search,385.26,2438,80
2024-08-01,paid_social,linkedin_experts_v1,388.80,1532,28
2024-08-01,paid_social,linkedin_experts_v2,161.00,472,14
2024-08-01,paid_social,meta_lookalike,268.67,1315,21
2024-08-01,paid_social,meta_retargeting,380.75,1477,31
2024-08-01,paid_social,twitter_thought_leaders,382.21,1005,26
2024-08-01,linkedin_outreach,outreach_healthcare,61.19,222,4
2024-08-01,linkedin_outreach,outreach_finance,175.92,1939,25
2024-08-01,linkedin_outreach,outreach_tech,65.49,182,6
2024-08-01,linkedin_outreach,outreach_consulting,150.05,1381,25
2024-08-02,paid_search,brand_search_q1,296.22,3485,62
2024-08-02,paid_search,competitor_conquest,253.31,2317,38
2024-08-02,paid_search,expert_generic,133.76,692,26
2024-08-02,paid_search,industry_healthcare,197.68,1092,26
2024-08-02,paid_search,industry_finance,361.75,1944,53
2024-08-02,paid_search,retargeting_search,151.40,1235,35
2024-08-02,paid_social,linkedin_experts_v1,178.47,614,19
2024-08-02,paid_social,linkedin_experts_v2,127.63,773,22
2024-08-02,paid_social,meta_lookalike,198.41,440,16
2024-08-02,paid_social,meta_retargeting,130.57,1056,18
2024-08-02,paid_social,twitter_thought_leaders,357.22,747,29
2024-08-02,linkedin_outreach,outreach_healthcare,173.78,332,11
2024-08-02,linkedin_outreach,outreach_finance,105.59,577,15
2024-08-02,linkedin_outreach,outreach_tech,98.03,494,10
2024-08-02,linkedin_outreach,outreach_consulting,119.65,627,22
2024-08-03,paid_search,brand_search_q1,403.20,3551,131
2024-08-03,paid_search,competitor_conquest,261.82,965,38
2024-08-03,paid_search,expert_generic,361.29,2984,99
2024-08-03,paid_search,industry_healthcare,245.29,2125,70
2024-08-03,paid_search,industry_finance,205.49,2377,81
2024-08-03,paid_search,retargeting_search,300.11,1855,57
2024-08-03,paid_social,linkedin_experts_v1,303.54,1194,22
2024-08-03,paid_social,linkedin_experts_v2,261.05,661,19
2024-08-03,paid_social,meta_lookalike,383.76,4148,52
2024-08-03,paid_social,meta_retargeting,154.83,420,16
2024-08-03,paid_social,twitter_thought_leaders,382.41,5561,67
2024-08-03,linkedin_outreach,outreach_healthcare,158.90,870,22
2024-08-03,linkedin_outreach,outreach_finance,169.10,908,31
2024-08-03,linkedin_outreach,outreach_tech,118.24,430,13
2024-08-03,linkedin_outreach,outreach_consulting,121.27,552,11
2024-08-04,paid_search,brand_search_q1,387.42,2285,48
2024-08-04,paid_search,competitor_conquest,384.22,4936,97
2024-08-04,paid_search,expert_generic,174.73,791,24
2024-08-04,paid_search,industry_healthcare,401.72,2978,55
2024-08-04,paid_search,industry_finance,366.90,9775,151
2024-08-04,paid_search,retargeting_search,216.91,2974,102
2024-08-04,paid_social,linkedin_experts_v1,351.87,1825,39
2024-08-04,paid_social,linkedin_experts_v2,152.09,903,22
2024-08-04,paid_social,meta_lookalike,151.61,1140,23
2024-08-04,paid_social,meta_retargeting,331.44,1937,37
2024-08-04,paid_social,twitter_thought_leaders,235.43,448,16
2024-08-04,linkedin_outreach,outreach_healthcare,114.39,903,15
2024-08-04,linkedin_outreach,outreach_finance,73.25,286,5
2024-08-04,linkedin_outreach,outreach_tech,51.83,120,4
2024-08-04,linkedin_outreach,outreach_consulting,153.77,498,15
2024-08-05,paid_search,brand_search_q1,233.53,2262,65
2024-08-05,paid_search,competitor_conquest,269.98,1336,37
2024-08-05,paid_search,expert_generic,253.07,1135,39
2024-08-05,paid_search,industry_healthcare,381.42,4650,105
2024-08-05,paid_search,industry_finance,177.02,929,22
2024-08-05,paid_search,retargeting_search,200.13,857,26
2024-08-05,paid_social,linkedin_experts_v1,149.20,263,10
2024-08-05,paid_social,linkedin_experts_v2,178.08,1056,22
2024-08-05,paid_social,meta_lookalike,388.47,1711,26
2024-08-05,paid_social,meta_retargeting,134.64,467,10
2024-08-05,paid_social,twitter_thought_leaders,213.41,1487,23
2024-08-05,linkedin_outreach,outreach_healthcare,86.21,638,14
2024-08-05,linkedin_outreach,outreach_finance,108.12,1006,11
2024-08-05,linkedin_outreach,outreach_tech,65.47,362,10
2024-08-05,linkedin_outreach,outreach_consulting,175.79,2335,32
2024-08-06,paid_search,brand_search_q1,165.93,1413,29
2024-08-06,paid_search,competitor_conquest,241.36,903,33
2024-08-06,paid_search,expert_generic,381.06,4892,177
2024-08-06,paid_search,industry_healthcare,393.86,2598,95
2024-08-06,paid_search,industry_finance,169.17,1051,36
2024-08-06,paid_search,retargeting_search,331.08,1260,47
2024-08-06,paid_social,linkedin_experts_v1,165.57,404,13
2024-08-06,paid_social,linkedin_experts_v2,285.46,497,19
2024-08-06,paid_social,meta_lookalike,202.82,1556,19
2024-08-06,paid_social,meta_retargeting,280.38,2079,48
2024-08-06,paid_social,twitter_thought_leaders,178.86,645,24
2024-08-06,linkedin_outreach,outreach_healthcare,160.43,446,13
2024-08-06,linkedin_outreach,outreach_finance,124.01,851,16
2024-08-06,linkedin_outreach,outreach_tech,166.39,348,12
2024-08-06,linkedin_outreach,outreach_consulting,107.18,210,7
2024-08-07,paid_search,brand_search_q1,253.00,2216,37
2024-08-07,paid_search,competitor_conquest,241.22,1749,36
2024-08-07,paid_search,expert_generic,334.50,1883,51
2024-08-07,paid_search,industry_healthcare,375.84,3054,114
2024-08-07,paid_search,industry_finance,209.36,3704,66
2024-08-07,paid_search,retargeting_search,325.74,4489,56
2024-08-07,paid_social,linkedin_experts_v1,275.91,1790,23
2024-08-07,paid_social,linkedin_experts_v2,177.81,1069,24
2024-08-07,paid_social,meta_lookalike,298.68,1391,24
2024-08-07,paid_social,meta_retargeting,163.75,381,14
2024-08-07,paid_social,twitter_thought_leaders,217.68,432,16
2024-08-07,linkedin_outreach,outreach_healthcare,109.89,579,10
2024-08-07,linkedin_outreach,outreach_finance,150.63,918,13
2024-08-07,linkedin_outreach,outreach_tech,176.82,821,22
2024-08-07,linkedin_outreach,outreach_consulting,181.25,1287,26
2024-08-08,paid_search,brand_search_q1,318.65,3221,93
2024-08-08,paid_search,competitor_conquest,175.42,1413,30
2024-08-08,paid_search,expert_generic,412.40,2069,64
2024-08-08,paid_search,industry_healthcare,299.02,8546,110
2024-08-08,paid_search,industry_finance,224.85,1502,50
2024-08-08,paid_search,retargeting_search,398.99,6646,130
2024-08-08,paid_social,linkedin_experts_v1,161.06,725,17
2024-08-08,paid_social,linkedin_experts_v2,272.00,2657,51
2024-08-08,paid_social,meta_lookalike,251.83,1230,18
2024-08-08,paid_social,meta_retargeting,367.19,828,28
2024-08-08,paid_social,twitter_thought_leaders,297.85,1164,20
2024-08-08,linkedin_outreach,outreach_healthcare,183.00,989,25
2024-08-08,linkedin_outreach,outreach_finance,59.63,248,4
2024-08-08,linkedin_outreach,outreach_tech,141.05,404,10
2024-08-08,linkedin_outreach,outreach_consulting,68.69,283,6
2024-08-09,paid_search,brand_search_q1,164.99,1496,56
2024-08-09,paid_search,competitor_conquest,374.28,3022,109
2024-08-09,paid_search,expert_generic,142.10,750,23
2024-08-09,paid_search,industry_healthcare,329.99,2289,51
2024-08-09,paid_search,industry_finance,161.29,1496,53
2024-08-09,paid_search,retargeting_search,201.78,1332,37
2024-08-09,paid_social,linkedin_experts_v1,139.42,957,18
2024-08-09,paid_social,linkedin_experts_v2,148.84,1858,23
2024-08-09,paid_social,meta_lookalike,363.67,1159,29
2024-08-09,paid_social,meta_retargeting,329.61,830,30
2024-08-09,paid_social,twitter_thought_leaders,394.95,1997,33
2024-08-09,linkedin_outreach,outreach_healthcare,161.64,694,15
2024-08-09,linkedin_outreach,outreach_finance,91.66,291,8
2024-08-09,linkedin_outreach,outreach_tech,102.47,491,15
2024-08-09,linkedin_outreach,outreach_consulting,138.26,273,9
2024-08-10,paid_search,brand_search_q1,347.30,6618,88
2024-08-10,paid_search,competitor_conquest,284.45,2727,96
2024-08-10,paid_search,expert_generic,350.59,4841,80
2024-08-10,paid_search,industry_healthcare,175.57,1696,23
2024-08-10,paid_search,industry_finance,362.33,6371,107
2024-08-10,paid_search,retargeting_search,231.00,3137,62
2024-08-10,paid_social,linkedin_experts_v1,209.92,901,32
2024-08-10,paid_social,linkedin_experts_v2,276.88,1015,36
2024-08-10,paid_social,meta_lookalike,339.30,3738,44
2024-08-10,paid_social,meta_retargeting,145.19,399,11
2024-08-10,paid_social,twitter_thought_leaders,267.78,1050,19
2024-08-10,linkedin_outreach,outreach_healthcare,51.95,275,5
2024-08-10,linkedin_outreach,outreach_finance,82.91,593,9
2024-08-10,linkedin_outreach,outreach_tech,82.63,324,11
2024-08-10,linkedin_outreach,outreach_consulting,81.34,352,12
2024-08-11,paid_search,brand_search_q1,354.11,6822,93
2024-08-11,paid_search,competitor_conquest,157.05,2562,63
2024-08-11,paid_search,expert_generic,146.96,747,25
2024-08-11,paid_search,industry_healthcare,185.32,1583,23
2024-08-11,paid_search,industry_finance,396.35,2411,57
2024-08-11,paid_search,retargeting_search,186.60,855,26
2024-08-11,paid_social,linkedin_experts_v1,180.24,856,29
2024-08-11,paid_social,linkedin_experts_v2,161.50,500,20
2024-08-11,paid_social,meta_lookalike,162.48,743,28
2024-08-11,paid_social,meta_retargeting,270.93,1231,47
2024-08-11,paid_social,twitter_thought_leaders,151.51,384,10
2024-08-11,linkedin_outreach,outreach_healthcare,174.24,834,28
2024-08-11,linkedin_outreach,outreach_finance,174.72,583,21
2024-08-11,linkedin_outreach,outreach_tech,148.08,1164,12
2024-08-11,linkedin_outreach,outreach_consulting,143.90,811,13
2024-08-12,paid_search,brand_search_q1,365.16,4395,55
2024-08-12,paid_search,competitor_conquest,190.64,1855,72
2024-08-12,paid_search,expert_generic,394.69,4749,101
2024-08-12,paid_search,industry_healthcare,361.20,5410,98
2024-08-12,paid_search,industry_finance,150.69,933,22
2024-08-12,paid_search,retargeting_search,220.94,3979,98
2024-08-12,paid_social,linkedin_experts_v1,348.31,2442,36
2024-08-12,paid_social,linkedin_experts_v2,176.84,1176,17
2024-08-12,paid_social,meta_lookalike,138.75,395,15
2024-08-12,paid_social,meta_retargeting,202.42,917,33
2024-08-12,paid_social,twitter_thought_leaders,190.70,826,20
2024-08-12,linkedin_outreach,outreach_healthcare,167.04,1785,31
2024-08-12,linkedin_outreach,outreach_finance,63.91,137,5
2024-08-12,linkedin_outreach,outreach_tech,195.56,2242,23
2024-08-12,linkedin_outreach,outreach_consulting,164.73,707,11
2024-08-13,paid_search,brand_search_q1,281.69,9708,114
2024-08-13,paid_search,competitor_conquest,207.15,2776,99
2024-08-13,paid_search,expert_generic,302.28,4568,99
2024-08-13,paid_search,industry_healthcare,163.78,1217,20
2024-08-13,paid_search,industry_finance,368.79,6822,76
2024-08-13,paid_search,retargeting_search,226.68,1826,40
2024-08-13,paid_social,linkedin_experts_v1,226.55,1690,18
2024-08-13,paid_social,linkedin_experts_v2,294.73,1522,31
2024-08-13,paid_social,meta_lookalike,343.88,914,28
2024-08-13,paid_social,meta_retargeting,282.60,1528,21
2024-08-13,paid_social,twitter_thought_leaders,129.17,784,18
2024-08-13,linkedin_outreach,outreach_healthcare,106.51,209,7
2024-08-13,linkedin_outreach,outreach_finance,56.17,111,3
2024-08-13,linkedin_outreach,outreach_tech,167.59,928,22
2024-08-13,linkedin_outreach,outreach_consulting,60.00,133,4
2024-08-14,paid_search,brand_search_q1,346.89,1508,50
2024-08-14,paid_search,competitor_conquest,161.85,747,26
2024-08-14,paid_search,expert_generic,255.79,995,36
2024-08-14,paid_search,industry_healthcare,314.08,2414,96
2024-08-14,paid_search,industry_finance,145.75,498,18
2024-08-14,paid_search,retargeting_search,362.09,11262,157
2024-08-14,paid_social,linkedin_experts_v1,267.84,686,26
2024-08-14,paid_social,linkedin_experts_v2,307.23,1829,34
2024-08-14,paid_social,meta_lookalike,268.98,1174,18
2024-08-14,paid_social,meta_retargeting,297.98,3207,56
2024-08-14,paid_social,twitter_thought_leaders,159.46,1467,17
2024-08-14,linkedin_outreach,outreach_healthcare,168.63,1231,22
2024-08-14,linkedin_outreach,outreach_finance,57.75,130,5
2024-08-14,linkedin_outreach,outreach_tech,89.45,639,13
2024-08-14,linkedin_outreach,outreach_consulting,58.74,435,11
2024-08-15,paid_search,brand_search_q1,238.51,1557,36
2024-08-15,paid_search,competitor_conquest,224.68,1899,29
2024-08-15,paid_search,expert_generic,286.55,1085,36
2024-08-15,paid_search,industry_healthcare,379.65,1385,48
2024-08-15,paid_search,industry_finance,316.18,3205,69
2024-08-15,paid_search,retargeting_search,245.60,1937,40
2024-08-15,paid_social,linkedin_experts_v1,203.13,2168,26
2024-08-15,paid_social,linkedin_experts_v2,286.21,1366,54
2024-08-15,paid_social,meta_lookalike,331.13,591,23
2024-08-15,paid_social,meta_retargeting,179.95,909,31
2024-08-15,paid_social,twitter_thought_leaders,178.46,2211,31
2024-08-15,linkedin_outreach,outreach_healthcare,99.26,150,6
2024-08-15,linkedin_outreach,outreach_finance,172.56,984,25
2024-08-15,linkedin_outreach,outreach_tech,152.34,349,13
2024-08-15,linkedin_outreach,outreach_consulting,66.54,299,8
2024-08-16,paid_search,brand_search_q1,371.69,3164,95
2024-08-16,paid_search,competitor_conquest,350.70,2712,82
2024-08-16,paid_search,expert_generic,134.40,3252,35
2024-08-16,paid_search,industry_healthcare,238.66,1081,31
2024-08-16,paid_search,industry_finance,392.17,1567,57
2024-08-16,paid_search,retargeting_search,306.86,3408,72
2024-08-16,paid_social,linkedin_experts_v1,126.16,559,19
2024-08-16,paid_social,linkedin_experts_v2,321.99,1619,44
2024-08-16,paid_social,meta_lookalike,362.95,2871,30
2024-08-16,paid_social,meta_retargeting,334.80,996,31
2024-08-16,paid_social,twitter_thought_leaders,187.28,521,18
2024-08-16,linkedin_outreach,outreach_healthcare,125.38,626,23
2024-08-16,linkedin_outreach,outreach_finance,142.65,1917,21
2024-08-16,linkedin_outreach,outreach_tech,68.78,380,6
2024-08-16,linkedin_outreach,outreach_consulting,94.98,300,7
2024-08-17,paid_search,brand_search_q1,185.95,1124,30
2024-08-17,paid_search,competitor_conquest,392.87,7967,121
2024-08-17,paid_search,expert_generic,214.83,1736,64
2024-08-17,paid_search,industry_healthcare,180.88,2592,31
2024-08-17,paid_search,industry_finance,195.28,1935,37
2024-08-17,paid_search,retargeting_search,392.69,1542,53
2024-08-17,paid_social,linkedin_experts_v1,272.99,2331,38
2024-08-17,paid_social,linkedin_experts_v2,317.75,790,30
2024-08-17,paid_social,meta_lookalike,194.03,597,16
2024-08-17,paid_social,meta_retargeting,344.78,2736,28
2024-08-17,paid_social,twitter_thought_leaders,201.30,381,13
2024-08-17,linkedin_outreach,outreach_healthcare,159.60,587,13
2024-08-17,linkedin_outreach,outreach_finance,50.02,198,6
2024-08-17,linkedin_outreach,outreach_tech,139.88,434,14
2024-08-17,linkedin_outreach,outreach_consulting,87.26,320,7
2024-08-18,paid_search,brand_search_q1,286.63,1529,48
2024-08-18,paid_search,competitor_conquest,399.57,1987,72
2024-08-18,paid_search,expert_generic,332.18,3057,90
2024-08-18,paid_search,industry_healthcare,162.83,1023,21
2024-08-18,paid_search,industry_finance,413.43,4746,52
2024-08-18,paid_search,retargeting_search,171.55,3286,75
2024-08-18,paid_social,linkedin_experts_v1,191.16,1280,27
2024-08-18,paid_social,linkedin_experts_v2,126.84,343,10
2024-08-18,paid_social,meta_lookalike,313.75,1558,35
2024-08-18,paid_social,meta_retargeting,177.14,1239,22
2024-08-18,paid_social,twitter_thought_leaders,252.14,969,28
2024-08-18,linkedin_outreach,outreach_healthcare,109.99,286,8
2024-08-18,linkedin_outreach,outreach_finance,51.23,378,6
2024-08-18,linkedin_outreach,outreach_tech,69.61,340,8
2024-08-18,linkedin_outreach,outreach_consulting,101.51,394,8
2024-08-19,paid_search,brand_search_q1,244.70,2642,79
2024-08-19,paid_search,competitor_conquest,208.36,1518,31
2024-08-19,paid_search,expert_generic,302.31,2016,58
2024-08-19,paid_search,industry_healthcare,212.77,2284,30
2024-08-19,paid_search,industry_finance,387.44,2196,48
2024-08-19,paid_search,retargeting_search,406.80,1798,56
2024-08-19,paid_social,linkedin_experts_v1,394.16,2188,26
2024-08-19,paid_social,linkedin_experts_v2,308.21,789,21
2024-08-19,paid_social,meta_lookalike,237.35,568,20
2024-08-19,paid_social,meta_retargeting,368.12,1354,35
2024-08-19,paid_social,twitter_thought_leaders,133.25,628,10
2024-08-19,linkedin_outreach,outreach_healthcare,152.12,719,15
2024-08-19,linkedin_outreach,outreach_finance,163.16,442,11
2024-08-19,linkedin_outreach,outreach_tech,120.21,412,11
2024-08-19,linkedin_outreach,outreach_consulting,181.03,777,20
2024-08-20,paid_search,brand_search_q1,410.75,2101,57
2024-08-20,paid_search,competitor_conquest,187.68,2266,38
2024-08-20,paid_search,expert_generic,168.58,5094,68
2024-08-20,paid_search,industry_healthcare,396.99,4449,53
2024-08-20,paid_search,industry_finance,305.47,1680,50
2024-08-20,paid_search,retargeting_search,183.90,5099,57
2024-08-20,paid_social,linkedin_experts_v1,135.44,1103,13
2024-08-20,paid_social,linkedin_experts_v2,268.40,754,28
2024-08-20,paid_social,meta_lookalike,255.25,1647,28
2024-08-20,paid_social,meta_retargeting,210.71,1156,26
2024-08-20,paid_social,twitter_thought_leaders,226.03,1171,21
2024-08-20,linkedin_outreach,outreach_healthcare,65.54,200,6
2024-08-20,linkedin_outreach,outreach_finance,81.82,292,7
2024-08-20,linkedin_outreach,outreach_tech,136.98,650,18
2024-08-20,linkedin_outreach,outreach_consulting,92.15,498,7
2024-08-21,paid_search,brand_search_q1,161.71,5538,75
2024-08-21,paid_search,competitor_conquest,407.29,4975,127
2024-08-21,paid_search,expert_generic,319.43,3902,128
2024-08-21,paid_search,industry_healthcare,318.78,3202,46
2024-08-21,paid_search,industry_finance,221.96,2615,98
2024-08-21,paid_search,retargeting_search,300.96,1971,59
2024-08-21,paid_social,linkedin_experts_v1,336.51,1264,43
