expert_id,signup_date,signup_source,utm_campaign,utm_medium,utm_source,country,industry
exp_il5gupd4y,2024-10-23 05:07:03,unknown,,,,Germany,Energy
exp_n904pi629,2024-10-23 06:08:29,paid_social,linkedin_experts_v1,social,meta,Brazil,Retail
exp_5zcvd8mnv,2024-08-02 22:46:34,unknown,,,,India,Healthcare
exp_fhvbf1td6,2024-05-21 19:57:54,organic,,organic,direct,Netherlands,Technology
exp_hv3itqepc,2024-02-14 09:25:35,paid_search,brand_search_q1,cpc,google,Singapore,Manufacturing
exp_9ewadkhiw,2024-11-01 00:13:14,linkedin_outreach,outreach_consulting,outreach,linkedin,Netherlands,Technology
exp_btkhvnfcg,2024-02-26 02:17:30,paid_search,competitor_conquest,cpc,google,United States,Media
exp_71kzgr189,2024-03-15 00:25:46,linkedin_outreach,outreach_healthcare,outreach,linkedin,Germany,Media
exp_2ub5fo56r,2024-03-27 14:52:14,paid_search,industry_healthcare,cpc,google,Brazil,Finance
exp_ihjd17fle,2024-07-22 05:25:33,organic,,organic,google,United Kingdom,Energy
exp_hmzbqzu0e,2024-01-18 16:35:30,organic,,organic,google,Netherlands,Energy
exp_txx9gy0hr,2024-01-07 18:51:44,linkedin_outreach,outreach_healthcare,outreach,linkedin,Germany,Healthcare
exp_qwhh85cmr,2024-08-29 03:47:04,referral,referral_program,referral,expert_referral,Brazil,Healthcare
exp_w0zdx66bf,2024-08-26 23:26:35,referral,referral_program,referral,expert_referral,Australia,Energy
exp_0r9njb21m,2024-12-05 15:52:07,referral,referral_program,referral,expert_referral,United Kingdom,Healthcare
exp_ylg6kg8li,2024-09-13 04:01:15,referral,referral_program,referral,expert_referral,India,Consulting
exp_fqu2a2nps,2024-05-05 15:19:28,organic,,organic,google,France,Retail
exp_by36l1n8h,2024-03-25 21:06:46,unknown,,,,Singapore,Telecom
exp_s5ceopawn,2024-10-03 03:06:30,paid_search,expert_generic,cpc,google,Netherlands,Energy
exp_cpo70izpo,2024-06-17 10:28:47,paid_search,expert_generic,cpc,google,France,Consulting
exp_vx4ejdd9f,2024-05-26 12:58:59,organic,,organic,direct,Australia,Consulting
exp_0i3hnc5h0,2024-03-19 06:59:14,linkedin_outreach,outreach_healthcare,outreach,linkedin,France,Telecom
exp_0d9hh44kv,2024-12-18 22:45:02,paid_search,expert_generic,cpc,google,Brazil,Telecom
exp_e4mw2cid1,2024-11-19 04:56:49,paid_search,industry_healthcare,cpc,google,Canada,Consulting
exp_3tvpnn6fi,2024-03-13 03:02:31,unknown,,,,Netherlands,Healthcare
exp_g5u8cfizz,2024-10-24 18:40:33,organic,,organic,google,Canada,Consulting
exp_0278l7b4d,2024-03-08 20:42:21,referral,referral_program,referral,expert_referral,Singapore,Telecom
exp_kf9v4ck3d,2024-03-24 09:39:07,paid_social,meta_lookalike,social,meta,Australia,Healthcare
exp_pbni0yig7,2024-05-22 15:17:14,paid_social,meta_lookalike,social,meta,India,Telecom
exp_ezpvsbw6x,2024-02-18 15:33:09,referral,referral_program,referral,expert_referral,United Kingdom,Media
exp_dnh5069lu,2024-12-21 06:58:21,linkedin_outreach,outreach_consulting,outreach,linkedin,Netherlands,Manufacturing
exp_lqx6sktmj,2024-04-03 22:12:49,paid_social,linkedin_experts_v2,social,meta,Netherlands,Healthcare
exp_rz6omb3sl,2024-08-27 09:00:43,referral,referral_program,referral,expert_referral,India,Consulting
exp_zr5fuby38,2024-10-17 19:12:41,paid_search,competitor_conquest,cpc,google,United Kingdom,Consulting
exp_a142noypw,2024-02-21 07:21:21,organic,,organic,bing,Germany,Technology
exp_vo5saiyn8,2024-01-21 19:35:09,linkedin_outreach,outreach_healthcare,outreach,linkedin,Netherlands,Energy
exp_2few8pgoz,2024-10-06 13:17:10,referral,referral_program,referral,expert_referral,India,Energy
exp_i054akigm,2024-10-04 09:53:12,paid_search,industry_finance,cpc,google,Australia,Telecom
exp_qzgyq6530,2024-02-10 00:02:28,paid_social,linkedin_experts_v2,social,meta,Germany,Manufacturing
exp_h08akhlpa,2024-01-18 11:54:31,paid_search,brand_search_q1,cpc,google,India,Media
exp_k463hhwez,2024-05-16 16:31:32,unknown,,,,Singapore,Legal
exp_wr6v0yd30,2024-09-04 21:39:57,organic,,organic,direct,United States,Consulting
exp_pbqump2p7,2024-03-03 13:14:39,organic,,organic,bing,Canada,Healthcare
exp_9g9bzxc6y,2024-12-18 14:11:20,paid_search,retargeting_search,cpc,google,Singapore,Legal
exp_diexfop1l,2024-03-30 19:05:52,referral,referral_program,referral,expert_referral,Singapore,Legal
exp_gyaxu8590,2024-06-06 14:59:20,unknown,,,,United States,Media
exp_sh6rc8k77,2024-08-04 09:54:06,paid_social,meta_lookalike,social,linkedin,France,Energy
exp_3wfw07j84,2024-12-13 10:47:11,linkedin_outreach,outreach_healthcare,outreach,linkedin,France,Energy
exp_dfvi3l9rq,2024-11-25 17:54:50,paid_social,twitter_thought_leaders,social,linkedin,Canada,Legal
exp_hykzm3ixx,2024-06-05 19:38:02,organic,,organic,google,Australia,Media
exp_r6h2rhvyd,2024-10-13 00:19:31,paid_social,linkedin_experts_v2,social,twitter,Germany,Energy
exp_d2e95zpir,2024-06-08 10:28:58,unknown,,,,Netherlands,Telecom
exp_8lf8v1mc9,2024-05-19 18:10:26,paid_search,competitor_conquest,cpc,google,France,Legal
exp_x06f9sytz,2024-10-11 22:48:29,unknown,,,,India,Manufacturing
exp_ugb9r7fv9,2024-08-25 21:08:06,referral,referral_program,referral,expert_referral,India,Healthcare
exp_a8e9vatgj,2024-12-30 00:03:33,organic,,organic,bing,Germany,Retail
exp_8yju9wc2s,2024-05-07 18:57:00,paid_search,expert_generic,cpc,google,India,Legal
exp_hi6ywa2kc,2024-12-20 14:23:45,organic,,organic,google,Germany,Finance
exp_d483fd0dd,2024-08-06 06:42:44,paid_social,meta_retargeting,social,twitter,Germany,Consulting
exp_rx1hql43o,2024-06-05 03:30:32,referral,referral_program,referral,expert_referral,Australia,Consulting
exp_0ftwncn5h,2024-04-22 15:10:22,linkedin_outreach,outreach_tech,outreach,linkedin,India,Technology
exp_yviuf72jv,2024-03-02 05:50:45,linkedin_outreach,outreach_healthcare,outreach,linkedin,India,Energy
exp_0nje8xzsy,2024-04-15 11:38:55,linkedin_outreach,outreach_healthcare,outreach,linkedin,Singapore,Telecom
exp_mrddqimei,2024-03-14 18:12:09,organic,,organic,bing,United Kingdom,Healthcare
exp_pfw5s3pfe,2024-03-09 10:28:00,paid_search,industry_healthcare,cpc,google,India,Finance
exp_fd91whrzb,2024-11-19 01:42:38,paid_social,meta_retargeting,social,linkedin,Brazil,Consulting
exp_vq7hfd832,2024-04-11 18:16:03,referral,referral_program,referral,expert_referral,Singapore,Retail
exp_5zodwqd4r,2024-06-08 04:26:23,paid_social,linkedin_experts_v2,social,twitter,Australia,Retail
exp_qyp1gbku4,2024-05-25 14:51:51,organic,,organic,google,Australia,Consulting
exp_hlr849sto,2024-07-12 05:48:20,organic,,organic,google,Canada,Finance
exp_btud3hm02,2024-05-19 09:22:03,organic,,organic,bing,Netherlands,Energy
exp_n2vucifnk,2024-02-19 20:51:00,paid_social,twitter_thought_leaders,social,meta,United States,Healthcare
exp_2fi37n2m9,2024-05-27 23:44:04,referral,referral_program,referral,expert_referral,Canada,Manufacturing
exp_n1d4fsft1,2024-04-25 22:31:17,organic,,organic,google,United Kingdom,Retail
exp_cryvgkdpk,2024-08-06 07:21:16,organic,,organic,direct,Netherlands,Technology
exp_c0d2d4zj1,2024-08-22 14:17:38,referral,referral_program,referral,expert_referral,Canada,Energy
exp_hcyjf93c7,2024-10-08 23:09:51,referral,referral_program,referral,expert_referral,United States,Technology
exp_sarvewse8,2024-01-19 01:46:42,paid_search,expert_generic,cpc,google,Germany,Manufacturing
exp_x5068z042,2024-01-16 06:23:16,linkedin_outreach,outreach_consulting,outreach,linkedin,Canada,Media
exp_ztz8jc2l9,2024-08-26 21:20:31,unknown,,,,United Kingdom,Manufacturing
exp_f46c1t7a8,2024-02-02 00:29:55,organic,,organic,google,United Kingdom,Media
exp_lk3402xp3,2024-11-03 19:18:11,referral,referral_program,referral,expert_referral,Australia,Manufacturing
exp_yagt9asss,2024-10-25 18:03:44,paid_social,linkedin_experts_v1,social,linkedin,United States,Energy
exp_8u772osdb,2024-08-28 09:57:21,organic,,organic,bing,United States,Media
exp_hxyaoj0op,2024-09-28 08:55:29,organic,,organic,bing,India,Legal
exp_qgvnrt4c1,2024-02-17 18:36:23,organic,,organic,direct,Canada,Healthcare
exp_0t3e90nlr,2024-02-13 00:59:15,organic,,organic,direct,United Kingdom,Legal
exp_ioj3kcyw7,2024-02-16 10:06:03,referral,referral_program,referral,expert_referral,Brazil,Consulting
exp_vx3wnksj3,2024-10-08 15:28:24,paid_search,retargeting_search,cpc,google,Canada,Media
exp_35h6zgict,2024-04-26 06:51:01,linkedin_outreach,outreach_consulting,outreach,linkedin,France,Manufacturing
exp_rd15wguyf,2024-05-09 21:36:56,paid_social,meta_lookalike,social,twitter,Singapore,Healthcare
exp_cp2a2k2n2,2024-12-16 20:34:57,linkedin_outreach,outreach_healthcare,outreach,linkedin,Brazil,Finance
exp_t7kb16o7j,2024-02-19 03:39:59,unknown,,,,Canada,Telecom
exp_k9g0yzhu1,2024-03-08 07:52:59,paid_social,twitter_thought_leaders,social,linkedin,France,Retail
exp_nzxojluhp,2024-04-29 00:40:46,linkedin_outreach,outreach_healthcare,outreach,linkedin,Singapore,Consulting
exp_y4q9n15vh,2024-11-21 21:00:24,unknown,,,,United States,Consulting
exp_uv1lkkxi8,2024-11-17 21:44:24,paid_social,linkedin_experts_v2,social,twitter,Germany,Consulting
exp_65ssrnoli,2024-11-01 16:16:28,linkedin_outreach,outreach_healthcare,outreach,linkedin,France,Technology
exp_2wkhopsj1,2024-04-07 00:11:36,paid_social,meta_lookalike,social,meta,Canada,Technology
exp_3xrujn20r,2024-10-28 10:57:12,linkedin_outreach,outreach_healthcare,outreach,linkedin,France,Healthcare
exp_8kywzizlb,2024-02-26 16:06:33,paid_search,retargeting_search,cpc,google,Australia,Technology
exp_cpd760xih,2024-05-24 16:41:54,unknown,,,,Netherlands,Legal
exp_jvtx8wiee,2024-03-02 21:21:07,unknown,,,,Germany,Telecom
exp_lize9cpwz,2024-04-27 10:48:16,organic,,organic,bing,Singapore,Energy
exp_sem6o61kd,2024-07-13 16:20:44,paid_search,expert_generic,cpc,google,United Kingdom,Legal
exp_p7iz0p6nm,2024-04-28 01:46:23,organic,,organic,direct,Germany,Legal
exp_j07fqo9ef,2024-01-23 15:48:40,paid_search,expert_generic,cpc,google,Germany,Consulting
exp_jze36ke0p,2024-03-02 02:39:08,referral,referral_program,referral,expert_referral,Australia,Media
exp_6cv08lwyt,2024-05-19 14:49:52,linkedin_outreach,outreach_consulting,outreach,linkedin,France,Media
exp_18zwjoiut,2024-03-12 01:22:04,referral,referral_program,referral,expert_referral,France,Healthcare
exp_s4lhxgjwz,2024-01-07 05:24:44,referral,referral_program,referral,expert_referral,Brazil,Energy
exp_tzspksptd,2024-03-25 18:55:20,paid_search,expert_generic,cpc,google,Canada,Healthcare
exp_ri034djs1,2024-02-10 05:27:15,unknown,,,,Netherlands,Technology
exp_cru8ikblr,2024-12-20 10:22:17,referral,referral_program,referral,expert_referral,Germany,Manufacturing
exp_68igt43sn,2024-04-17 20:36:22,unknown,,,,India,Media
exp_ff171tu80,2024-03-13 02:48:01,paid_search,retargeting_search,cpc,google,France,Telecom
exp_zrjbr3kht,2024-10-23 12:24:14,linkedin_outreach,outreach_consulting,outreach,linkedin,United States,Energy
exp_latfnziwg,2024-08-04 07:17:05,referral,referral_program,referral,expert_referral,Brazil,Manufacturing
exp_vd726ey6q,2024-01-16 17:26:39,paid_search,industry_finance,cpc,google,Canada,Legal
exp_ug3y39f6q,2024-07-29 08:53:02,organic,,organic,bing,United States,Legal
exp_yrrguir0o,2024-11-25 17:03:16,linkedin_outreach,outreach_consulting,outreach,linkedin,Brazil,Consulting
exp_34d086ce3,2024-04-03 19:26:42,organic,,organic,google,India,Technology
exp_334x8hgy7,2024-04-04 13:22:49,referral,referral_program,referral,expert_referral,Australia,Technology
exp_raeuwostw,2024-02-29 00:49:59,paid_search,competitor_conquest,cpc,google,Canada,Consulting
exp_mf23ctte4,2024-05-29 16:37:23,referral,referral_program,referral,expert_referral,Singapore,Manufacturing
exp_0i59jt23w,2024-04-03 21:15:39,paid_search,competitor_conquest,cpc,google,Australia,Energy
exp_jonxc08qn,2024-08-25 13:39:03,unknown,,,,Singapore,Healthcare
exp_cepj6i1tn,2024-08-21 04:41:36,paid_social,meta_lookalike,social,linkedin,Singapore,Manufacturing
exp_vletfawfx,2024-05-10 07:22:09,organic,,organic,bing,United Kingdom,Retail
exp_43e10n1q5,2024-06-28 18:02:45,unknown,,,,Singapore,Healthcare
exp_c5oo3a1pg,2024-09-24 18:25:32,referral,referral_program,referral,expert_referral,Singapore,Energy
exp_wzfq9oyii,2024-12-27 01:05:14,organic,,organic,google,France,Legal
exp_86qjelwl0,2024-01-14 08:29:41,organic,,organic,direct,Singapore,Energy
exp_6nks12seg,2024-02-17 14:40:31,paid_search,expert_generic,cpc,google,Brazil,Telecom
exp_wss2b26qt,2024-12-08 19:23:11,organic,,organic,direct,United States,Energy
exp_f88qk3pcj,2024-07-21 06:20:20,paid_social,meta_retargeting,social,meta,United States,Telecom
exp_5x1sfeqba,2024-03-11 12:40:28,organic,,organic,google,India,Telecom
exp_xc1vpskfb,2024-05-06 18:32:12,linkedin_outreach,outreach_tech,outreach,linkedin,Brazil,Manufacturing
exp_1jfq7egte,2024-06-18 01:00:54,paid_social,meta_retargeting,social,meta,Canada,Manufacturing
exp_isder0zjt,2024-07-18 17:07:35,linkedin_outreach,outreach_healthcare,outreach,linkedin,Singapore,Media
exp_yky6wiokc,2024-12-10 16:41:31,linkedin_outreach,outreach_healthcare,outreach,linkedin,Brazil,Healthcare
exp_2touoge3u,2024-12-30 08:27:35,paid_search,competitor_conquest,cpc,google,Singapore,Technology
exp_7pjed1b67,2024-09-14 14:59:03,linkedin_outreach,outreach_consulting,outreach,linkedin,Brazil,Energy
exp_7xo3p0gac,2024-08-25 11:25:34,paid_social,linkedin_experts_v1,social,meta,United Kingdom,Telecom
exp_wx8xf1z1s,2024-08-05 20:01:44,linkedin_outreach,outreach_healthcare,outreach,linkedin,United States,Consulting
exp_sg3gg2wgz,2024-04-14 18:11:38,organic,,organic,google,Netherlands,Energy
exp_jzzydnvfp,2024-08-07 21:03:28,unknown,,,,Canada,Technology
exp_7muyhcj3b,2024-02-27 12:35:13,paid_search,brand_search_q1,cpc,google,Germany,Healthcare
exp_xvmup1r7t,2024-08-01 04:25:17,paid_social,linkedin_experts_v2,social,twitter,India,Technology
exp_fdyutj7oj,2024-02-18 16:53:26,organic,,organic,bing,Singapore,Legal
exp_ohh4geg7d,2024-10-14 11:37:06,unknown,,,,Canada,Telecom
exp_ywp5b8xmu,2024-10-05 00:09:31,organic,,organic,google,Netherlands,Media
exp_qlp4uvmmr,2024-09-18 09:59:36,organic,,organic,google,France,Media
exp_p7d1qtaau,2024-10-24 13:57:46,paid_search,expert_generic,cpc,google,United Kingdom,Consulting
exp_21nnmsmd7,2024-09-17 23:51:35,paid_search,industry_finance,cpc,google,Germany,Consulting
exp_gacdt5k6d,2024-08-31 14:02:47,paid_search,brand_search_q1,cpc,google,Singapore,Healthcare
exp_vfjl6hw4q,2024-01-16 15:04:47,organic,,organic,bing,France,Energy
exp_kjmx6dv73,2024-12-29 20:08:05,paid_social,meta_lookalike,social,linkedin,United Kingdom,Finance
exp_k0bjkg1uh,2024-08-23 22:20:47,linkedin_outreach,outreach_tech,outreach,linkedin,Netherlands,Consulting
exp_eekbkjpzl,2024-11-01 20:40:21,organic,,organic,bing,India,Retail
exp_l0tltz59w,2024-01-22 11:55:05,paid_social,twitter_thought_leaders,social,twitter,United Kingdom,Telecom
exp_n2t2837fm,2024-02-05 06:35:46,organic,,organic,bing,Singapore,Healthcare
exp_wlyau23ck,2024-08-11 16:53:50,paid_search,retargeting_search,cpc,google,France,Technology
exp_bwjq9cnwj,2024-07-31 16:45:35,organic,,organic,bing,France,Media
exp_otupth9rm,2024-07-07 03:16:20,linkedin_outreach,outreach_finance,outreach,linkedin,Singapore,Manufacturing
exp_gc6jmxl64,2024-01-15 23:45:30,organic,,organic,bing,France,Manufacturing
exp_gw33hgrx4,2024-09-19 07:58:46,referral,referral_program,referral,expert_referral,Germany,Manufacturing
exp_dsiebcjbn,2024-03-26 23:15:54,linkedin_outreach,outreach_finance,outreach,linkedin,Australia,Finance
exp_qs00z96km,2024-05-21 06:19:20,referral,referral_program,referral,expert_referral,Australia,Retail
exp_d9q5nt0gk,2024-11-10 10:47:01,paid_search,industry_finance,cpc,google,India,Telecom
exp_jrf7krt08,2024-10-10 04:21:49,unknown,,,,United Kingdom,Legal
exp_bwjxtpnmx,2024-03-10 12:05:55,linkedin_outreach,outreach_healthcare,outreach,linkedin,United States,Energy
exp_m5t6xapfl,2024-08-25 08:59:16,referral,referral_program,referral,expert_referral,Brazil,Telecom
exp_vf0tprm60,2024-05-18 06:08:58,paid_social,linkedin_experts_v2,social,twitter,Germany,Telecom
exp_bddiknjpi,2024-03-01 19:08:57,referral,referral_program,referral,expert_referral,Germany,Energy
exp_9utlbn8pj,2024-12-08 11:08:21,referral,referral_program,referral,expert_referral,Germany,Media
exp_yqk6lofu7,2024-04-06 12:29:15,linkedin_outreach,outreach_healthcare,outreach,linkedin,United States,Technology
exp_tb2bk6fr7,2024-03-25 18:13:37,paid_social,meta_retargeting,social,linkedin,Germany,Telecom
exp_g9i5g9rk5,2024-01-03 19:12:16,unknown,,,,Germany,Technology
exp_wqqgli2n0,2024-11-16 10:41:31,referral,referral_program,referral,expert_referral,Brazil,Technology
exp_fhbxtt90y,2024-05-09 02:54:46,paid_search,expert_generic,cpc,google,Germany,Telecom
exp_wewg4b5pz,2024-08-23 21:31:07,paid_social,linkedin_experts_v2,social,twitter,Australia,Legal
exp_2p9y132eq,2024-02-13 15:05:39,referral,referral_program,referral,expert_referral,Canada,Media
exp_mi2ubzx61,2024-12-10 17:51:32,unknown,,,,Singapore,Consulting
exp_xg378mvpu,2024-08-10 10:27:03,referral,referral_program,referral,expert_referral,Singapore,Telecom
exp_fxjufpo3z,2024-01-10 18:58:07,referral,referral_program,referral,expert_referral,Singapore,Consulting
exp_3qhiag1cn,2024-06-09 01:09:51,unknown,,,,France,Retail
exp_017babdio,2024-12-19 14:04:59,referral,referral_program,referral,expert_referral,France,Finance
exp_39jcnacl5,2024-03-17 12:42:28,linkedin_outreach,outreach_finance,outreach,linkedin,Canada,Telecom
exp_6kog1umn7,2024-08-29 15:42:09,linkedin_outreach,outreach_consulting,outreach,linkedin,United States,Retail
exp_prdm675b7,2024-02-05 14:43:39,unknown,,,,Brazil,Consulting
exp_taxnv2n4j,2024-01-19 10:16:10,paid_search,competitor_conquest,cpc,google,Singapore,Media
exp_07q68kblg,2024-11-19 16:10:44,linkedin_outreach,outreach_healthcare,outreach,linkedin,France,Consulting
exp_kqpx3t88e,2024-07-27 03:33:52,paid_search,brand_search_q1,cpc,google,Germany,Retail
exp_hmqq94phl,2024-01-21 00:25:05,referral,referral_program,referral,expert_referral,India,Healthcare
exp_mxwdpwdcc,2024-01-26 14:32:55,organic,,organic,google,Netherlands,Legal
exp_vnyv04sm1,2024-07-07 06:20:57,referral,referral_program,referral,expert_referral,India,Media
exp_048hfg01x,2024-02-04 13:51:36,linkedin_outreach,outreach_consulting,outreach,linkedin,Canada,Technology
exp_sdbsafbuc,2024-03-05 15:19:38,paid_social,meta_retargeting,social,linkedin,United Kingdom,Consulting
exp_779cynxtw,2024-01-10 05:16:12,paid_social,meta_lookalike,social,meta,United Kingdom,Technology
exp_e1vswj9xd,2024-12-05 07:57:38,linkedin_outreach,outreach_finance,outreach,linkedin,France,Retail
exp_jh8w05wc9,2024-10-27 14:32:18,linkedin_outreach,outreach_tech,outreach,linkedin,United States,Retail
exp_vg6i2obvy,2024-01-02 16:28:26,paid_social,meta_retargeting,social,twitter,United Kingdom,Manufacturing
exp_nktdxrcnm,2024-06-22 00:13:02,paid_search,industry_healthcare,cpc,google,France,Finance
exp_ty7ue6dax,2024-07-16 21:28:15,linkedin_outreach,outreach_healthcare,outreach,linkedin,Brazil,Telecom
exp_cd0gq08r3,2024-05-05 22:37:05,linkedin_outreach,outreach_consulting,outreach,linkedin,Netherlands,Energy
exp_p8812xri5,2024-01-21 15:33:26,paid_social,twitter_thought_leaders,social,linkedin,India,Media
exp_bvlu1g1n2,2024-06-18 02:34:17,unknown,,,,Singapore,Media
exp_fpf9skkmj,2024-05-05 22:10:23,organic,,organic,direct,United States,Telecom
exp_fzawiq5pd,2024-01-31 14:34:17,paid_social,linkedin_experts_v1,social,linkedin,Singapore,Retail
exp_mzrrqt5cp,2024-10-29 08:17:43,linkedin_outreach,outreach_tech,outreach,linkedin,France,Technology
exp_9phlzdooj,2024-07-31 08:48:54,organic,,organic,bing,Singapore,Telecom
exp_n7pnkpzyf,2024-04-27 17:37:52,referral,referral_program,referral,expert_referral,Germany,Telecom
exp_jr22b06mf,2024-01-07 17:47:32,paid_search,industry_healthcare,cpc,google,United States,Retail
exp_t55udrqx5,2024-05-09 07:45:03,referral,referral_program,referral,expert_referral,United States,Finance
exp_iqqndjco9,2024-12-10 16:26:49,paid_search,brand_search_q1,cpc,google,Germany,Consulting
exp_mtmeot37x,2024-05-19 08:52:17,linkedin_outreach,outreach_consulting,outreach,linkedin,Netherlands,Telecom
exp_vd1hdx389,2024-05-29 07:53:55,organic,,organic,bing,Australia,Energy
exp_giq1i7040,2024-05-02 23:35:56,organic,,organic,google,India,Healthcare
exp_zqwb38dit,2024-01-18 15:07:53,paid_social,linkedin_experts_v1,social,twitter,United Kingdom,Manufacturing
exp_d7pq68axn,2024-07-28 20:55:28,organic,,organic,direct,Australia,Technology
exp_2c2yr3jxi,2024-01-04 08:28:55,referral,referral_program,referral,expert_referral,Canada,Manufacturing
exp_2iqjwmq0x,2024-10-24 19:12:29,organic,,organic,direct,Singapore,Legal
exp_aymk593wg,2024-04-30 08:01:49,unknown,,,,Singapore,Telecom
exp_lsauwzmw6,2024-08-23 23:19:26,referral,referral_program,referral,expert_referral,France,Legal
exp_4s1vum5go,2024-02-21 05:12:28,referral,referral_program,referral,expert_referral,France,Telecom
exp_2ko3j0gq5,2024-01-30 14:24:29,referral,referral_program,referral,expert_referral,United States,Manufacturing
exp_mr9s9dh15,2024-08-24 01:39:14,referral,referral_program,referral,expert_referral,Germany,Technology
exp_ww2yfdpt8,2024-03-19 10:19:13,linkedin_outreach,outreach_healthcare,outreach,linkedin,Brazil,Energy
exp_r8x7dv2pl,2024-03-06 16:50:00,linkedin_outreach,outreach_consulting,outreach,linkedin,Singapore,Legal
exp_dhmqao79t,2024-06-22 16:42:40,organic,,organic,bing,United States,Manufacturing
exp_a6v83fvdr,2024-09-05 22:42:53,referral,referral_program,referral,expert_referral,Singapore,Legal
exp_th508v3yh,2024-11-09 00:16:59,unknown,,,,Canada,Technology
exp_j531t7cwu,2024-10-10 11:03:00,paid_social,meta_retargeting,social,twitter,Brazil,Legal
exp_vkwffq37g,2024-04-05 08:49:39,linkedin_outreach,outreach_tech,outreach,linkedin,Canada,Retail
exp_62cc1nn5w,2024-01-06 05:11:42,organic,,organic,google,France,Consulting
exp_fwscrsh2a,2024-02-03 07:58:50,paid_search,competitor_conquest,cpc,google,United Kingdom,Retail
exp_u7276fswi,2024-09-17 03:33:14,unknown,,,,Canada,Energy
exp_q6485xuub,2024-06-28 16:02:25,paid_social,linkedin_experts_v1,social,linkedin,Germany,Legal
exp_7ja4s3pdw,2024-06-21 16:10:20,referral,referral_program,referral,expert_referral,United Kingdom,Consulting
exp_ly8czljq4,2024-05-23 23:42:17,paid_search,competitor_conquest,cpc,google,Netherlands,Telecom
exp_uybcun382,2024-11-10 11:19:49,referral,referral_program,referral,expert_referral,United Kingdom,Legal
exp_ugdbfoljl,2024-11-06 15:40:15,organic,,organic,google,France,Telecom
exp_o6ouz0itn,2024-04-05 13:47:18,paid_search,competitor_conquest,cpc,google,Singapore,Technology
exp_61uxq7az6,2024-03-21 01:16:37,organic,,organic,direct,Germany,Legal
exp_b9qamtd60,2024-03-12 07:30:11,organic,,organic,direct,Canada,Healthcare
exp_3uzd3nsq1,2024-11-22 22:04:21,linkedin_outreach,outreach_consulting,outreach,linkedin,United Kingdom,Technology
exp_3q2r771cq,2024-04-16 04:57:24,referral,referral_program,referral,expert_referral,Netherlands,Telecom
exp_dz77ly61t,2024-04-05 02:57:57,paid_social,meta_retargeting,social,meta,Australia,Healthcare
exp_zyu64g5fb,2024-05-17 09:53:36,linkedin_outreach,outreach_healthcare,outreach,linkedin,Canada,Telecom
exp_kdrvizdlm,2024-03-13 16:12:35,organic,,organic,google,Australia,Legal
exp_nqkhrwpu5,2024-07-08 19:05:57,linkedin_outreach,outreach_tech,outreach,linkedin,Germany,Consulting
exp_0p0mkutv2,2024-07-05 23:16:14,organic,,organic,google,United States,Retail
exp_v1ox8hfvk,2024-04-26 13:08:54,organic,,organic,direct,Singapore,Technology
exp_rck4vegc5,2024-10-25 03:25:50,linkedin_outreach,outreach_consulting,outreach,linkedin,Brazil,Telecom
exp_4xov1ybbw,2024-04-05 05:05:30,organic,,organic,direct,France,Finance
exp_ao1n5403m,2024-08-18 04:44:21,paid_search,expert_generic,cpc,google,Australia,Telecom
exp_wk4nr20kk,2024-11-10 11:31:39,referral,referral_program,referral,expert_referral,Canada,Media
exp_i6u53oqjv,2024-01-20 08:20:03,linkedin_outreach,outreach_finance,outreach,linkedin,Canada,Media
exp_upsp1rnph,2024-02-28 22:55:38,linkedin_outreach,outreach_healthcare,outreach,linkedin,Australia,Healthcare
exp_6vokcr5ky,2024-06-30 18:13:16,organic,,organic,google,Singapore,Healthcare
exp_0uusvy63z,2024-06-17 18:56:40,organic,,organic,google,France,Technology
exp_7yb0x13g1,2024-06-14 11:21:49,linkedin_outreach,outreach_healthcare,outreach,linkedin,India,Telecom
exp_e51aannep,2024-04-01 00:52:25,organic,,organic,direct,France,Energy
exp_u75ktw9v5,2024-10-06 17:25:09,linkedin_outreach,outreach_healthcare,outreach,linkedin,Singapore,Healthcare
exp_xma3ui0nu,2024-02-20 10:01:37,paid_social,linkedin_experts_v1,social,twitter,United States,Finance
exp_5fnthh0x0,2024-09-22 08:13:08,organic,,organic,direct,India,Energy
exp_3sg6d1smu,2024-09-28 12:21:01,organic,,organic,google,United Kingdom,Technology
exp_3do8wh6ry,2024-01-29 02:05:55,paid_search,expert_generic,cpc,google,Germany,Media
exp_asf9duzn7,2024-02-20 11:22:53,paid_social,meta_retargeting,social,twitter,United States,Consulting
exp_l9dgwbme9,2024-03-11 02:23:34,organic,,organic,direct,India,Healthcare
exp_kp22yk0bf,2024-09-09 19:06:12,referral,referral_program,referral,expert_referral,United States,Media
exp_s7mgyw293,2024-12-12 21:09:34,unknown,,,,Brazil,Telecom
exp_w9v9zsc86,2024-06-24 23:09:44,linkedin_outreach,outreach_tech,outreach,linkedin,Brazil,Healthcare
exp_b8spgquw1,2024-09-19 09:45:40,paid_search,industry_finance,cpc,google,Germany,Technology
exp_u8jz0z4vk,2024-08-17 17:03:06,referral,referral_program,referral,expert_referral,United Kingdom,Legal
exp_vpvo96ajm,2024-08-08 05:03:51,organic,,organic,bing,Netherlands,Energy
exp_l3xevvy1j,2024-04-26 04:44:31,linkedin_outreach,outreach_tech,outreach,linkedin,United Kingdom,Legal
exp_vgqbm86fb,2024-02-24 21:01:20,organic,,organic,google,India,Retail
